Gender,Age,Under30,SeniorCitizen,Married,NumberofDependents,Latitude,Longitude,Population,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore
Male,23,Yes,No,Yes,2,34.106922,-117.297553,44556,4,62,Offer B,Yes,37.75,Yes,Fiber Optic,73,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,89.1,5411.65,0.0,0,2340.5,7752.15,4
Female,44,No,No,No,3,37.830267,-121.201018,36738,0,2,,Yes,31.01,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,38.25,0.0,0,62.02,100.27,3
Female,59,No,No,Yes,0,32.765299,-117.122565,33083,9,69,Offer A,Yes,24.17,No,Fiber Optic,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.4,7251.9,3.59,0,1667.73,8916.04,4
Male,64,No,No,No,0,37.382909,-121.634151,38,0,43,,Yes,21.64,No,DSL,13,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2548.55,0.0,0,930.52,3479.07,5
Female,42,No,No,Yes,3,33.705836,-117.318204,4546,8,11,,Yes,44.84,No,DSL,57,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.0,581.7,0.0,60,493.24,1134.94,3
Male,38,No,No,Yes,0,33.840399,-118.353714,41979,1,72,Offer A,Yes,49.5,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1363.25,0.0,0,3564.0,4927.25,5
Female,53,No,No,No,1,37.070177,-122.010077,14574,0,26,,Yes,16.34,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.5,1265.65,0.0,150,424.84,1840.49,5
Female,45,No,No,Yes,3,38.545775,-120.743325,364,5,64,Offer B,Yes,17.93,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,24.05,1559.15,0.0,0,1147.52,2706.67,3
Male,40,No,No,No,0,37.479926,-120.230424,128,0,32,,Yes,47.3,No,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.05,2871.5,0.0,0,1513.6,4385.1,4
Female,24,Yes,No,Yes,1,37.730269,-119.055813,618,2,45,Offer B,Yes,40.19,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.85,892.15,0.0,0,1808.55,2700.7,4
Female,70,No,Yes,Yes,0,37.255637,-120.493537,59289,3,60,,No,0.0,No,DSL,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,2907.55,0.0,40,0.0,2947.55,3
Male,63,No,No,Yes,3,33.631119,-117.567346,32268,6,7,Offer E,Yes,5.17,No,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,0.0,0,36.19,552.34,3
Male,56,No,No,Yes,0,40.310119,-123.909449,270,8,62,Offer B,No,0.0,No,Cable,29,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,38.6,2345.55,0.0,0,0.0,2345.55,4
Male,41,No,No,Yes,0,41.405193,-123.008567,2156,8,40,Offer B,Yes,39.22,No,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,3168.75,41.74,0,1568.8,4695.81,3
Male,61,No,No,No,0,34.420998,-119.60137,576,0,1,,Yes,49.2,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,19.3,0.0,0,49.2,68.5,3
Female,57,No,No,No,0,34.043144,-118.251977,3524,0,46,,Yes,6.18,Yes,Cable,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,2
Female,55,No,No,No,0,34.097345,-117.906736,33817,0,42,,Yes,39.32,No,Cable,20,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,67.7,2882.25,0.0,0,1651.44,4533.69,4
Female,29,Yes,No,No,0,34.441123,-117.537886,12463,0,1,,No,0.0,No,DSL,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.2,25.2,0.0,0,0.0,25.2,2
Male,64,No,No,No,3,38.954144,-121.482536,947,0,66,Offer A,Yes,23.81,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,1673.8,0.0,0,1571.46,3245.26,4
Female,59,No,No,Yes,0,37.479926,-120.230424,128,6,2,Offer E,Yes,48.39,No,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1,0.0,0,96.78,209.88,3
Female,80,No,Yes,No,0,37.031404,-121.981865,8365,0,8,,Yes,39.01,No,Fiber Optic,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,0.0,0,312.08,1025.68,5
Female,54,No,No,Yes,2,34.13946,-118.166649,10253,10,45,Offer B,No,0.0,No,DSL,18,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2333.85,0.0,0,0.0,2333.85,3
Female,22,Yes,No,No,0,38.128087,-121.4078,22073,0,15,Offer D,Yes,45.84,Yes,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.4,399.6,0.0,0,687.6,1087.2,1
Male,23,Yes,No,No,0,40.336392,-122.448533,12348,0,11,Offer D,Yes,28.76,No,DSL,27,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.9,688.5,49.24,0,316.36,955.62,3
Male,31,No,No,Yes,1,33.571259,-117.731917,41237,9,53,Offer B,Yes,2.11,No,DSL,19,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.0,3363.8,0.0,0,111.83,3475.63,3
Female,55,No,No,No,0,33.000269,-117.072093,42733,0,47,,Yes,26.35,No,Cable,5,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.9,2813.05,0.0,0,1238.45,4051.5,4
Male,45,No,No,No,0,34.195386,-118.238508,16910,0,20,Offer D,Yes,3.94,No,DSL,18,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0.0,0,78.8,1102.65,4
Male,27,Yes,No,No,0,33.867257,-118.330794,31678,0,3,,Yes,34.49,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,1
Male,40,No,No,No,0,36.931654,-121.752383,81141,0,66,Offer A,Yes,32.22,Yes,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.45,1699.15,0.0,0,2126.52,3825.67,3
Female,77,No,Yes,No,0,32.605012,-116.97595,9278,0,64,,No,0.0,No,DSL,21,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,2751.0,0.0,30,0.0,2781.0,5
Female,51,No,No,No,0,32.957195,-117.202542,28201,0,15,Offer D,Yes,47.57,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,994.55,0.0,0,713.55,1708.1,1
Male,51,No,No,Yes,1,38.52576,-123.013347,4913,5,72,,Yes,37.11,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,0.0,0,2671.92,4104.47,5
Male,54,No,No,No,0,37.980269,-122.342635,55720,0,2,,Yes,3.76,No,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,151.75,0.0,0,7.52,159.27,4
Male,55,No,No,Yes,0,38.888351,-123.239647,335,7,72,,Yes,4.32,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,7962.2,0.0,0,311.04,8273.24,3
Male,32,No,No,Yes,3,32.741859,-117.090353,73006,8,9,Offer E,Yes,23.42,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.6,897.75,0.0,0,210.78,1108.53,5
Female,21,Yes,No,Yes,1,37.348129,-121.98469,52986,4,19,Offer D,No,0.0,No,Cable,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.85,434.8,0.0,0,0.0,434.8,5
Male,59,No,No,Yes,0,38.925545,-122.549083,2644,7,36,,No,0.0,No,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,2234.55,0.0,0,0.0,2234.55,3
Male,57,No,No,No,0,35.809921,-119.127437,2956,0,3,,Yes,47.5,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.95,313.6,0.0,0,142.5,456.1,4
Male,80,No,Yes,Yes,0,34.015217,-118.109962,62425,1,51,Offer B,Yes,22.14,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,1
Male,21,Yes,No,Yes,0,38.471049,-123.015549,1537,7,72,,Yes,34.95,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,7285.7,0.0,0,2516.4,9802.1,5
Male,74,No,Yes,Yes,0,36.545322,-119.642281,26213,1,7,,Yes,21.91,Yes,Cable,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,644.35,0.0,0,153.37,797.72,3
Male,76,No,Yes,Yes,0,38.265899,-121.939461,9978,9,8,Offer E,Yes,22.4,No,DSL,23,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60.9,551.95,16.58,0,179.2,714.57,3
Male,32,No,No,No,0,34.106922,-117.297553,44556,0,1,,Yes,14.02,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35,0.0,0,14.02,88.37,1
Female,20,Yes,No,Yes,0,37.449537,-121.994813,2147,1,22,,Yes,45.1,No,Fiber Optic,41,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1706.45,0.0,50,992.2,2748.65,3
Male,63,No,No,No,0,34.613476,-118.256358,34045,0,11,Offer D,Yes,44.53,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,237.3,0.0,0,489.83,727.13,4
Male,32,No,No,Yes,1,33.988572,-118.186565,28094,0,8,Offer E,Yes,37.28,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.15,645.8,0.0,0,298.24,944.04,4
Female,47,No,No,Yes,0,40.267158,-123.805913,644,6,23,Offer D,Yes,38.93,No,Cable,4,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,1221.55,0.0,0,895.39,2116.94,5
Female,30,No,No,No,0,37.924838,-122.289145,23141,0,72,Offer A,Yes,35.24,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.75,8192.6,0.0,0,2537.28,10729.88,4
Female,53,No,No,No,0,36.807595,-118.901544,93,0,1,Offer E,Yes,42.09,No,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.15,70.15,0.0,0,42.09,112.24,1
Female,21,Yes,No,No,0,33.864622,-118.179626,91664,0,67,Offer A,Yes,8.71,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2,1.31,0,583.57,6296.46,4
Male,67,No,Yes,Yes,0,34.613476,-118.256358,34045,1,58,Offer B,Yes,3.18,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0.0,0,184.44,5997.04,1
Male,78,No,Yes,No,0,39.786755,-120.445626,4236,0,64,Offer B,Yes,19.2,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6548.65,0.0,0,1228.8,7777.45,3
Female,53,No,No,Yes,0,37.45809,-122.115398,45499,2,49,,Yes,49.63,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0.0,0,2431.87,7215.37,1
Female,45,No,No,No,0,38.592745,-121.540036,12756,0,32,Offer C,Yes,33.45,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2282.95,0.0,0,1070.4,3353.35,4
Male,24,Yes,No,Yes,1,35.886767,-120.608661,2666,5,41,,Yes,16.02,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.0,879.8,0.0,0,656.82,1536.62,3
Male,56,No,No,No,0,34.631362,-120.238218,4644,0,14,,Yes,36.97,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.55,1415.55,0.0,0,517.58,1933.13,2
Male,68,No,Yes,No,0,36.596271,-121.442274,1140,0,9,Offer E,Yes,12.18,Yes,Fiber Optic,6,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0.0,30,109.62,886.12,3
Female,42,No,No,Yes,3,38.055562,-120.456298,460,1,41,,Yes,45.26,Yes,Cable,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,79.9,3326.2,0.0,0,1855.66,5181.86,1
Female,30,No,No,No,0,36.807595,-118.901544,93,0,5,Offer E,Yes,10.11,No,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0.0,0,50.55,512.25,3
Male,48,No,No,Yes,0,40.345949,-120.081187,162,5,72,,Yes,12.02,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.44,7095.54,3
Male,64,No,No,No,0,38.93706,-123.118111,1373,0,4,Offer E,Yes,3.69,Yes,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25,101.9,0.0,0,14.76,116.66,5
Female,62,No,No,Yes,0,34.049172,-118.115022,26933,1,61,Offer B,Yes,47.19,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0.0,0,2878.59,8405.34,4
Male,50,No,No,No,0,36.749403,-119.787574,13858,0,24,Offer C,Yes,23.71,No,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.45,1440.75,0.0,0,569.04,2009.79,5
Female,27,Yes,No,Yes,0,33.703976,-117.824172,17621,1,64,Offer B,Yes,40.28,Yes,DSL,52,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,58.35,3756.45,0.0,0,2577.92,6334.37,3
Female,34,No,No,Yes,0,35.690535,-118.552784,2515,5,33,,Yes,4.15,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,669.45,0.0,0,136.95,806.4,4
Female,40,No,No,No,0,32.790282,-115.689559,1632,0,49,Offer B,Yes,35.87,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0.0,0,1757.63,4691.93,1
Female,56,No,No,No,0,33.987945,-118.370442,8115,0,42,,Yes,23.25,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0.0,0,976.5,1934.6,4
Male,34,No,No,No,0,34.667815,-117.536183,18980,0,10,,Yes,15.45,No,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,436.2,0.0,0,154.5,590.7,3
Female,47,No,No,No,0,33.22784,-117.200024,44692,0,23,,No,0.0,No,DSL,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.95,996.85,25.84,40,0.0,1011.01,3
Male,33,No,No,No,0,37.808731,-122.238708,29964,0,4,,No,0.0,No,DSL,13,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.05,162.45,0.0,0,0.0,162.45,4
Male,52,No,No,Yes,0,38.578604,-122.024579,8406,8,71,Offer A,Yes,29.11,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,7472.15,0.0,0,2066.81,9538.96,4
Female,77,No,Yes,No,0,40.186772,-122.388361,26438,0,37,Offer C,Yes,41.85,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,0.0,0,1548.45,5605.2,1
Male,65,No,Yes,No,0,40.89866,-123.539754,660,0,26,Offer C,Yes,25.04,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.6,2404.1,0.0,0,651.04,3055.14,5
Female,41,No,No,No,0,37.458367,-119.345011,613,0,1,,Yes,34.04,No,DSL,23,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2,0.0,0,34.04,86.24,1
Male,48,No,No,Yes,0,39.178337,-120.162806,4002,3,14,,Yes,22.14,Yes,DSL,11,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,66.6,979.5,0.0,0,309.96,1289.46,3
Male,62,No,No,No,0,32.957195,-117.202542,28201,0,1,Offer E,Yes,38.66,No,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,0.0,0,38.66,107.76,1
Male,34,No,No,No,0,34.14649,-117.849815,24973,0,26,,Yes,24.16,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,2088.8,0.0,0,628.16,2716.96,3
Female,22,Yes,No,No,0,34.074492,-118.01462,62660,0,37,,Yes,24.04,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,3545.35,0.0,0,889.48,4434.83,3
Female,61,No,No,Yes,3,32.68674,-117.186612,24093,2,58,,Yes,43.01,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.2,6225.4,34.83,0,2494.58,8685.15,4
Female,80,No,Yes,Yes,0,32.957195,-117.202542,28201,1,17,Offer D,Yes,36.82,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.39,1
Male,73,No,Yes,No,0,34.167926,-118.267539,21990,0,2,,Yes,15.19,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,72.6,154.3,0.0,0,30.38,184.68,3
Male,19,Yes,No,No,0,34.017697,-118.200577,47487,0,4,,Yes,6.91,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0.0,0,27.64,366.54,1
Female,27,Yes,No,No,0,39.258746,-121.77697,8695,0,9,,Yes,24.81,No,Cable,69,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25,620.55,0.0,10,223.29,853.84,3
Male,49,No,No,No,0,34.132275,-117.611478,39064,0,72,,Yes,35.11,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.2,7878.3,0.0,0,2527.92,10406.22,3
Male,42,No,No,Yes,3,32.807867,-117.060993,25569,2,62,,Yes,1.76,No,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0.0,0,109.12,6934.77,4
Female,37,No,No,No,0,34.015481,-118.493231,5221,0,30,Offer C,Yes,10.74,No,DSL,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0.0,0,322.2,1858.95,3
Male,68,No,Yes,No,0,34.079449,-118.548306,22548,0,19,Offer D,Yes,28.12,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660.0,0.0,0,534.28,2194.28,1
Male,22,Yes,No,No,0,37.329725,-120.306399,4150,0,32,,Yes,46.33,No,Fiber Optic,85,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.4,2979.3,0.0,0,1482.56,4461.86,3
Male,44,No,No,No,0,40.648024,-123.465088,268,0,7,Offer E,Yes,47.19,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.75,141.1,0.0,0,330.33,471.43,5
Male,22,Yes,No,No,0,35.184837,-119.402525,14937,0,51,,Yes,34.75,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,81.15,4126.2,0.0,0,1772.25,5898.45,4
Male,47,No,No,No,0,38.010092,-122.689442,1025,0,59,,Yes,47.17,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.2,1192.3,0.0,0,2783.03,3975.33,4
Female,31,No,No,Yes,0,34.099869,-118.326843,30568,1,10,,Yes,32.07,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,0.0,0,320.7,1389.55,3
Female,47,No,No,Yes,2,33.141265,-116.967221,48690,1,1,Offer E,Yes,9.73,No,DSL,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18,2
Female,55,No,No,No,0,34.079934,-118.046695,30211,0,71,Offer A,Yes,49.52,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.3,7985.9,0.0,0,3515.92,11501.82,3
Female,28,Yes,No,Yes,3,34.255203,-117.175654,455,9,4,,Yes,35.2,Yes,DSL,52,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85,0.0,0,140.8,365.65,3
Female,50,No,No,Yes,0,37.5923,-120.853288,6822,5,26,,Yes,37.6,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.3,2015.8,0.0,0,977.6,2993.4,3
Female,60,No,No,No,0,40.722733,-122.109666,899,0,3,,Yes,1.47,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.25,71.2,0.0,0,4.41,75.61,3
Female,24,Yes,No,No,0,34.19225,-118.776874,14814,0,8,,Yes,39.92,No,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,624.6,0.0,0,319.36,943.96,4
Female,64,No,No,Yes,1,33.044541,-116.833922,33104,1,53,Offer B,Yes,28.36,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,5566.4,0.0,0,1503.08,7069.48,3
Male,59,No,No,Yes,0,39.637471,-120.226338,1822,1,15,,Yes,18.6,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.45,1539.8,0.0,140,279.0,1958.8,5
Male,38,No,No,No,0,33.606899,-117.717854,48273,0,46,Offer B,Yes,41.1,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.8,3249.4,0.0,0,1890.6,5140.0,4
Female,57,No,No,No,0,34.152875,-118.486056,13129,0,10,,Yes,2.84,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,198.25,0.0,0,28.4,226.65,3
Male,19,Yes,No,Yes,0,33.611945,-117.665867,46371,3,71,,Yes,2.43,No,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,70.85,4973.4,0.0,0,172.53,5145.93,4
Male,22,Yes,No,Yes,2,33.739412,-117.173334,8692,3,10,,Yes,36.37,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,253.5,0.0,0,363.7,617.2,4
Male,31,No,No,No,0,37.669516,-120.626964,8308,0,1,,Yes,13.84,No,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.05,45.05,0.0,70,13.84,128.89,3
Male,34,No,No,No,0,38.304194,-120.592431,2718,0,50,,Yes,15.37,No,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,0.0,0,768.5,5317.95,3
Female,26,Yes,No,Yes,1,37.031404,-121.981865,8365,8,72,Offer A,Yes,38.99,Yes,Cable,73,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0.0,0,2807.28,7833.13,3
Male,44,No,No,No,0,34.159007,-118.087353,32369,0,61,,Yes,7.82,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0.0,0,477.02,7353.07,1
Male,40,No,No,No,0,33.570023,-117.773669,25206,0,1,Offer E,Yes,13.85,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,19.65,0.0,0,13.85,33.5,3
Female,29,Yes,No,Yes,0,37.722727,-122.02157,13212,4,48,,Yes,47.64,No,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.05,4692.95,0.0,0,2286.72,6979.67,5
Male,54,No,No,Yes,0,38.200231,-121.235034,6317,4,13,Offer D,Yes,45.6,No,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,0.0,0,592.8,1755.65,1
Male,66,No,Yes,Yes,0,36.863303,-121.781632,899,0,1,,Yes,38.78,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1
Female,77,No,Yes,No,0,36.768774,-119.762633,31180,0,35,,No,0.0,No,Cable,26,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.85,1434.6,0.0,0,0.0,1434.6,4
Male,25,Yes,No,No,0,41.813521,-121.492666,2595,0,64,,Yes,5.49,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,81.25,5567.55,0.0,40,351.36,5958.91,3
